sample-id,absolute-filepath,direction
postFMThealth4-S186,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth4_S186_R1_001.fastq.gz,forward
postFMThealth4-S186,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth4_S186_R2_001.fastq.gz,reverse
postFMThealth5-S187,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth5_S187_R1_001.fastq.gz,forward
postFMThealth5-S187,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth5_S187_R2_001.fastq.gz,reverse
postFMThealth6-S188,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth6_S188_R1_001.fastq.gz,forward
postFMThealth6-S188,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth6_S188_R2_001.fastq.gz,reverse
postFMThealth7-S189,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth7_S189_R1_001.fastq.gz,forward
postFMThealth7-S189,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth7_S189_R2_001.fastq.gz,reverse
postFMThealth8-S190,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth8_S190_R1_001.fastq.gz,forward
postFMThealth8-S190,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth8_S190_R2_001.fastq.gz,reverse
postFMThealth9-S191,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth9_S191_R1_001.fastq.gz,forward
postFMThealth9-S191,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth9_S191_R2_001.fastq.gz,reverse
postFMThealth10-S192,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth10_S192_R1_001.fastq.gz,forward
postFMThealth10-S192,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postFMThealth10_S192_R2_001.fastq.gz,reverse
POSTMC38CT1-S62,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT1_S62_R1_001.fastq.gz,forward
POSTMC38CT1-S62,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT1_S62_R2_001.fastq.gz,reverse
POSTMC38CT2-S63,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT2_S63_R1_001.fastq.gz,forward
POSTMC38CT2-S63,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT2_S63_R2_001.fastq.gz,reverse
POSTMC38CT3-S64,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT3_S64_R1_001.fastq.gz,forward
POSTMC38CT3-S64,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT3_S64_R2_001.fastq.gz,reverse
POSTMC38CT4-S65,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT4_S65_R1_001.fastq.gz,forward
POSTMC38CT4-S65,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT4_S65_R2_001.fastq.gz,reverse
POSTMC38CT5-S66,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT5_S66_R1_001.fastq.gz,forward
POSTMC38CT5-S66,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT5_S66_R2_001.fastq.gz,reverse
POSTMC38CT6-S67,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT6_S67_R1_001.fastq.gz,forward
POSTMC38CT6-S67,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT6_S67_R2_001.fastq.gz,reverse
POSTMC38CT7-S68,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT7_S68_R1_001.fastq.gz,forward
POSTMC38CT7-S68,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT7_S68_R2_001.fastq.gz,reverse
POSTMC38CT8-S69,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT8_S69_R1_001.fastq.gz,forward
POSTMC38CT8-S69,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38CT8_S69_R2_001.fastq.gz,reverse
POSTMC38SM1D-S70,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM1D_S70_R1_001.fastq.gz,forward
POSTMC38SM1D-S70,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM1D_S70_R2_001.fastq.gz,reverse
POSTMC38SM2A-S71,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM2A_S71_R1_001.fastq.gz,forward
POSTMC38SM2A-S71,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM2A_S71_R2_001.fastq.gz,reverse
POSTMC38SM2E-S72,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM2E_S72_R1_001.fastq.gz,forward
POSTMC38SM2E-S72,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM2E_S72_R2_001.fastq.gz,reverse
POSTMC38SM3A-S73,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM3A_S73_R1_001.fastq.gz,forward
POSTMC38SM3A-S73,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM3A_S73_R2_001.fastq.gz,reverse
POSTMC38SM3C-S74,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM3C_S74_R1_001.fastq.gz,forward
POSTMC38SM3C-S74,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM3C_S74_R2_001.fastq.gz,reverse
POSTMC38SM5A-S75,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM5A_S75_R1_001.fastq.gz,forward
POSTMC38SM5A-S75,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM5A_S75_R2_001.fastq.gz,reverse
POSTMC38SM5C-S76,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM5C_S76_R1_001.fastq.gz,forward
POSTMC38SM5C-S76,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM5C_S76_R2_001.fastq.gz,reverse
POSTMC38SM6C-S77,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM6C_S77_R1_001.fastq.gz,forward
POSTMC38SM6C-S77,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM6C_S77_R2_001.fastq.gz,reverse
POSTMC38SM7B-S78,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM7B_S78_R1_001.fastq.gz,forward
POSTMC38SM7B-S78,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM7B_S78_R2_001.fastq.gz,reverse
POSTMC38SM7D-S79,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM7D_S79_R1_001.fastq.gz,forward
POSTMC38SM7D-S79,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM7D_S79_R2_001.fastq.gz,reverse
POSTMC38SM8C-S80,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM8C_S80_R1_001.fastq.gz,forward
POSTMC38SM8C-S80,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/POSTMC38SM8C_S80_R2_001.fastq.gz,reverse
Postoca1-S15,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca1_S15_R1_001.fastq.gz,forward
Postoca1-S15,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca1_S15_R2_001.fastq.gz,reverse
Postoca2-S16,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca2_S16_R1_001.fastq.gz,forward
Postoca2-S16,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca2_S16_R2_001.fastq.gz,reverse
Postoca3-S17,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca3_S17_R1_001.fastq.gz,forward
Postoca3-S17,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca3_S17_R2_001.fastq.gz,reverse
Postoca4-S18,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca4_S18_R1_001.fastq.gz,forward
Postoca4-S18,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca4_S18_R2_001.fastq.gz,reverse
Postoca5-S19,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca5_S19_R1_001.fastq.gz,forward
Postoca5-S19,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca5_S19_R2_001.fastq.gz,reverse
Postoca6-S20,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca6_S20_R1_001.fastq.gz,forward
Postoca6-S20,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca6_S20_R2_001.fastq.gz,reverse
Postoca7-S21,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca7_S21_R1_001.fastq.gz,forward
Postoca7-S21,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Postoca7_S21_R2_001.fastq.gz,reverse
postpbs2week1-S149,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week1_S149_R1_001.fastq.gz,forward
postpbs2week1-S149,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week1_S149_R2_001.fastq.gz,reverse
postpbs2week2-S150,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week2_S150_R1_001.fastq.gz,forward
postpbs2week2-S150,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week2_S150_R2_001.fastq.gz,reverse
postpbs2week3-S151,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week3_S151_R1_001.fastq.gz,forward
postpbs2week3-S151,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week3_S151_R2_001.fastq.gz,reverse
postpbs2week4-S152,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week4_S152_R1_001.fastq.gz,forward
postpbs2week4-S152,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week4_S152_R2_001.fastq.gz,reverse
postpbs2week5-S153,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week5_S153_R1_001.fastq.gz,forward
postpbs2week5-S153,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week5_S153_R2_001.fastq.gz,reverse
postpbs2week6-S154,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week6_S154_R1_001.fastq.gz,forward
postpbs2week6-S154,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/postpbs2week6_S154_R2_001.fastq.gz,reverse
PostsmkFMT1-S124,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT1_S124_R1_001.fastq.gz,forward
PostsmkFMT1-S124,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT1_S124_R2_001.fastq.gz,reverse
PostsmkFMT2-S125,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT2_S125_R1_001.fastq.gz,forward
PostsmkFMT2-S125,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT2_S125_R2_001.fastq.gz,reverse
PostsmkFMT3-S126,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT3_S126_R1_001.fastq.gz,forward
PostsmkFMT3-S126,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT3_S126_R2_001.fastq.gz,reverse
PostsmkFMT4-S127,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT4_S127_R1_001.fastq.gz,forward
PostsmkFMT4-S127,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT4_S127_R2_001.fastq.gz,reverse
PostsmkFMT5-S128,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT5_S128_R1_001.fastq.gz,forward
PostsmkFMT5-S128,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT5_S128_R2_001.fastq.gz,reverse
PostsmkFMT6-S129,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT6_S129_R1_001.fastq.gz,forward
PostsmkFMT6-S129,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT6_S129_R2_001.fastq.gz,reverse
PostsmkFMT7-S130,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT7_S130_R1_001.fastq.gz,forward
PostsmkFMT7-S130,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT7_S130_R2_001.fastq.gz,reverse
PostsmkFMT8-S131,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT8_S131_R1_001.fastq.gz,forward
PostsmkFMT8-S131,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT8_S131_R2_001.fastq.gz,reverse
PostsmkFMT9-S132,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT9_S132_R1_001.fastq.gz,forward
PostsmkFMT9-S132,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT9_S132_R2_001.fastq.gz,reverse
PostsmkFMT10-S133,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT10_S133_R1_001.fastq.gz,forward
PostsmkFMT10-S133,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PostsmkFMT10_S133_R2_001.fastq.gz,reverse
posttumorAV1-S169,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV1_S169_R1_001.fastq.gz,forward
posttumorAV1-S169,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV1_S169_R2_001.fastq.gz,reverse
posttumorAV2-S170,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV2_S170_R1_001.fastq.gz,forward
posttumorAV2-S170,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV2_S170_R2_001.fastq.gz,reverse
posttumorAV3-S171,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV3_S171_R1_001.fastq.gz,forward
posttumorAV3-S171,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV3_S171_R2_001.fastq.gz,reverse
posttumorAV4-S172,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV4_S172_R1_001.fastq.gz,forward
posttumorAV4-S172,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV4_S172_R2_001.fastq.gz,reverse
posttumorAV5-S173,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV5_S173_R1_001.fastq.gz,forward
posttumorAV5-S173,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV5_S173_R2_001.fastq.gz,reverse
posttumorAV6-S174,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV6_S174_R1_001.fastq.gz,forward
posttumorAV6-S174,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV6_S174_R2_001.fastq.gz,reverse
posttumorAV7-S175,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV7_S175_R1_001.fastq.gz,forward
posttumorAV7-S175,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV7_S175_R2_001.fastq.gz,reverse
posttumorAV8-S176,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV8_S176_R1_001.fastq.gz,forward
posttumorAV8-S176,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorAV8_S176_R2_001.fastq.gz,reverse
posttumorcancer1-S221,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer1_S221_R1_001.fastq.gz,forward
posttumorcancer1-S221,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer1_S221_R2_001.fastq.gz,reverse
posttumorcancer2-S222,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer2_S222_R1_001.fastq.gz,forward
posttumorcancer2-S222,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer2_S222_R2_001.fastq.gz,reverse
posttumorcancer3-S223,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer3_S223_R1_001.fastq.gz,forward
posttumorcancer3-S223,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer3_S223_R2_001.fastq.gz,reverse
posttumorcancer4-S224,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer4_S224_R1_001.fastq.gz,forward
posttumorcancer4-S224,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer4_S224_R2_001.fastq.gz,reverse
posttumorcancer5-S225,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer5_S225_R1_001.fastq.gz,forward
posttumorcancer5-S225,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer5_S225_R2_001.fastq.gz,reverse
posttumorcancer6-S226,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer6_S226_R1_001.fastq.gz,forward
posttumorcancer6-S226,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer6_S226_R2_001.fastq.gz,reverse
posttumorcancer7-S227,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer7_S227_R1_001.fastq.gz,forward
posttumorcancer7-S227,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer7_S227_R2_001.fastq.gz,reverse
posttumorcancer8-S228,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer8_S228_R1_001.fastq.gz,forward
posttumorcancer8-S228,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer8_S228_R2_001.fastq.gz,reverse
posttumorcancer9-S229,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer9_S229_R1_001.fastq.gz,forward
posttumorcancer9-S229,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer9_S229_R2_001.fastq.gz,reverse
posttumorcancer10-S230,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer10_S230_R1_001.fastq.gz,forward
posttumorcancer10-S230,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorcancer10_S230_R2_001.fastq.gz,reverse
posttumorhealth1-S209,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth1_S209_R1_001.fastq.gz,forward
posttumorhealth1-S209,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth1_S209_R2_001.fastq.gz,reverse
posttumorhealth2-S210,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth2_S210_R1_001.fastq.gz,forward
posttumorhealth2-S210,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth2_S210_R2_001.fastq.gz,reverse
posttumorhealth3-S211,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth3_S211_R1_001.fastq.gz,forward
posttumorhealth3-S211,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth3_S211_R2_001.fastq.gz,reverse
posttumorhealth4-S212,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth4_S212_R1_001.fastq.gz,forward
posttumorhealth4-S212,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth4_S212_R2_001.fastq.gz,reverse
posttumorhealth5-S213,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth5_S213_R1_001.fastq.gz,forward
posttumorhealth5-S213,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth5_S213_R2_001.fastq.gz,reverse
posttumorhealth6-S214,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth6_S214_R1_001.fastq.gz,forward
posttumorhealth6-S214,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth6_S214_R2_001.fastq.gz,reverse
posttumorhealth7-S215,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth7_S215_R1_001.fastq.gz,forward
posttumorhealth7-S215,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth7_S215_R2_001.fastq.gz,reverse
posttumorhealth8-S216,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth8_S216_R1_001.fastq.gz,forward
posttumorhealth8-S216,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth8_S216_R2_001.fastq.gz,reverse
posttumorhealth9-S217,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth9_S217_R1_001.fastq.gz,forward
posttumorhealth9-S217,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth9_S217_R2_001.fastq.gz,reverse
posttumorhealth10-S218,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth10_S218_R1_001.fastq.gz,forward
posttumorhealth10-S218,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorhealth10_S218_R2_001.fastq.gz,reverse
posttumorpbs1-S161,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs1_S161_R1_001.fastq.gz,forward
posttumorpbs1-S161,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs1_S161_R2_001.fastq.gz,reverse
posttumorpbs2-S162,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs2_S162_R1_001.fastq.gz,forward
posttumorpbs2-S162,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs2_S162_R2_001.fastq.gz,reverse
posttumorpbs3-S163,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs3_S163_R1_001.fastq.gz,forward
