Domain	Phylum	Class	Order	Family	Genus	SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	A7-S8	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	1.0835725320136	0.010911048633128	1.0911048633128	912
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	A8-S9	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.489306668792101	0.00196481713412462	0.196481713412462	171
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	B1-S10	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.509432021553091	0.00214212972175725	0.214212972175725	183
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	B10-S19	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.812913356642856	0.00463214978996128	0.463214978996128	451
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	B2-S11	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	1.07340537752429	0.00756995180435634	0.756995180435634	889
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	B3-S12	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.414565751055021	0.00118107396588409	0.118107396588409	131
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	B4-S13	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.604700087494171	0.00256989492445752	0.256989492445752	248
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	B5-S14	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.849614141179221	0.00502041433539997	0.502041433539997	498
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	B6-S15	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.577547841450556	0.0029940906106369	0.29940906106369	228
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	B7-S16	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.83669454246763	0.0044104567252588	0.44104567252588	481
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	B8-S17	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.986553276272754	0.00670995670995671	0.670995670995671	713
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	B9-S18	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.462763104672795	0.00154296565912328	0.154296565912328	156
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	C1-S20	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	C10-S29	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	C2-S21	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	C3-S22	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	C4-S23	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	C5-S24	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	C6-S25	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	C7-S26	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	C8-S27	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	C9-S28	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	D1-S30	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	D10-S39	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	1.44488224719009	0.0127472603810285	1.27472603810285	2202
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	D2-S31	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	D3-S32	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	D4-S33	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	D5-S34	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	D6-S35	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	D7-S36	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.560402411692539	0.00113049349181177	0.113049349181177	216
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	D8-S37	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	1.6635630395333	0.0340166724940653	3.40166724940653	3697
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	D9-S38	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.316635068994557	0.000687306694992033	0.0687306694992033	88
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	E1-S40	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.801353505464741	0.00370445721648611	0.370445721648611	437
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	E10-S49	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.38503922402599	0.00103874427358926	0.103874427358926	117
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	E2-S41	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.378442218972759	0.000849427753934192	0.0849427753934192	114
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	E3-S42	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.442212004809406	0.00117658514419254	0.117658514419254	145
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	E5-S44	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	E6-S45	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.725672636884869	0.00352565060204966	0.352565060204966	354
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	E7-S46	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.841298414011355	0.00499835782905	0.499835782905	487
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	E8-S47	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	1.26429939993092	0.011286592320365	1.1286592320365	1425
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	E9-S48	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae_/_Mucispirillum	0.854083763634374	0.00403807326218633	0.403807326218633	504
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	A2-S3	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.119609903103233	0.000229822064686072	0.0229822064686072	26
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	A3-S4	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.0905075213989259	0.000188146754468485	0.0188146754468485	19
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	A4-S5	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.0499739749618386	8.57522617159028e-05	0.00857522617159028	10
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	A5-S6	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.18998986857224	0.00041417776509678	0.041417776509678	45
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	A6-S7	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.103219486915064	0.00023882411689355	0.023882411689355	22
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	A7-S8	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.391537517062907	0.00143566429383263	0.143566429383263	120
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	A8-S9	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.0355761542611961	8.04311107536395e-05	0.00804311107536395	7
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	B1-S10	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.0947863193782009	0.000234112537896967	0.0234112537896967	20
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	B10-S19	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	1.00264009616621	0.00763123568501381	0.763123568501381	743
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	B2-S11	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	1.06023705040916	0.0073230129940905	0.73230129940905	860
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	B3-S12	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.131509126402941	0.000261459122218616	0.0261459122218616	29
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	B4-S13	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.111492012881053	0.00024869950881847	0.024869950881847	24
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	B5-S14	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.0990233723214555	0.000211704218962649	0.0211704218962649	21
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	B6-S15	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.265163094909453	0.000906106369008536	0.0906106369008536	69
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	B7-S16	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.45725400988802	0.00140291035127775	0.140291035127775	153
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	B8-S17	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.657894979424971	0.00273856578204404	0.273856578204404	291
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	B9-S18	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.020684598859851	3.9563222028802e-05	0.0039563222028802	4
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	C1-S20	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.139264591099703	0.000281260774102234	0.0281260774102234	31
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	C10-S29	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.196775857915532	0.000261404465010734	0.0261404465010734	47
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	C2-S21	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.0546690961702185	9.60036306827604e-05	0.00960036306827604	11
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	C3-S22	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.18309616062434	0.000579733592191123	0.0579733592191123	43
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	C4-S23	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.324232250745079	0.000654713940370669	0.0654713940370669	91
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	C5-S24	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.268029735561056	0.000453914689976267	0.0453914689976267	70
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	C6-S25	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.172545978291032	0.000289353944979347	0.0289353944979347	40
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	C7-S26	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.18309616062434	0.00028356634133474	0.028356634133474	43
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	C8-S27	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.953653635475335	0.00322023982182978	0.322023982182978	655
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	C9-S28	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.515938427618691	0.000941823511339656	0.0941823511339656	187
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	D1-S30	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	D10-S39	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae_/_Bilophila	0.410468602913976	0.000746774109515292	0.0746774109515292	129
